4209|1191|127|29|44|262|479|9472|1|1|0|0.5545|4.5000|316.0000|37.6544|21.0000|30.8757|122.7640|97.0604|58.4560|8.6272|18.3841|9.1493|14.6253|0.3985|68.0726|51.3248|80.3766|23.7518|25399.0000|3.7953|9.8214|1.3061|58.0536|0.2734|0.2194|0.3423|98.5701|551.5000|316.0000|58.4560|75.0000|0.0000|81.6171|80.9019|74.7120|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.003|P02_Jan2015_000034.tif
4210|1222|127|33|52|872|358|9473|1|1|0|0.5545|4.5000|448.0000|44.0000|21.7380|34.0011|128.6620|106.8855|90.7293|10.7480|21.9028|9.5585|16.3584|0.4684|71.3431|56.7727|75.1741|20.0910|33678.0000|2.9404|7.0968|1.2412|57.8783|0.2536|0.3102|0.5612|103.6118|627.0000|448.0000|90.7293|90.0000|-10.0000|76.1295|76.0513|68.2612|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.054|P02_Jan2015_000034.tif
4211|0|211|58|61|460|139|9479|1|1|0|0.5545|4.5000|1503.0000|61.1835|50.0000|54.7486|222.3180|172.1071|371.9421|21.7617|31.4310|25.2297|27.8629|0.8819|123.2753|92.9381|73.5981|26.9289|110618.0000|2.6169|6.0560|1.3150|48.8454|0.5212|0.4806|0.8571|98.7385|1887.0000|1503.0000|371.9421|40.0000|0.0000|75.1557|74.0479|67.3167|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.353|P02_Jan2015_000034.tif
4212|60|211|39|52|649|891|9479|1|1|0|0.5545|4.5000|847.0000|48.3731|27.8564|38.6297|139.6940|121.4359|193.9447|15.7143|24.3276|12.9511|18.9249|0.5685|77.4603|64.8409|84.8158|22.1888|71839.0000|1.8334|3.4718|1.1833|53.7939|0.5160|0.6666|0.8243|101.6129|933.5000|847.0000|193.9447|-60.0000|30.0000|85.7875|85.0638|81.1098|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.353|P02_Jan2015_000034.tif
4213|101|211|29|34|946|330|9489|1|1|0|0.5545|4.5000|360.0000|27.0526|20.9239|24.7369|86.0380|77.7626|69.0485|9.3763|12.5054|9.1070|11.2214|0.7300|47.7081|40.6241|93.0472|26.7455|33497.0000|1.6363|2.7811|1.1579|32.7089|0.6870|0.5826|0.8891|102.5476|402.5000|360.0000|69.0485|-60.0000|5.0000|91.7417|93.5389|93.9972|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.853|P02_Jan2015_000034.tif
4214|132|211|36|36|97|566|9490|1|1|0|0.5545|4.5000|563.0000|31.5167|27.4162|29.2508|100.2800|91.9526|119.8063|12.3508|14.9807|12.7070|13.7243|0.8462|55.6053|48.4925|82.4778|32.9367|46435.0000|1.4214|1.9535|1.1341|34.7935|0.7584|0.5893|0.9564|96.2015|585.0000|563.0000|119.8063|30.0000|80.0000|82.4423|83.3606|78.0249|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.904|P02_Jan2015_000034.tif
4215|170|211|36|36|520|909|9490|1|1|0|0.5545|4.5000|482.0000|33.4415|22.3790|28.2774|101.3500|88.8925|99.2496|11.2414|16.0481|9.9139|13.1846|0.6703|56.1986|46.7957|83.4481|27.1809|40222.0000|1.6959|2.9937|1.1852|51.8352|0.6825|0.7166|0.8993|101.5370|519.5000|482.0000|99.2496|-35.0000|40.0000|82.8880|84.0207|82.0913|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.904|P02_Jan2015_000034.tif
4216|208|211|109|63|1121|89|9491|1|1|0|0.5545|4.5000|3016.0000|101.4910|52.4657|82.5140|369.4640|259.3901|797.5394|31.8663|53.7815|26.5970|43.2588|0.4586|204.8678|141.3366|66.4350|15.8852|200368.0000|3.5441|9.0232|1.5388|51.8698|0.1983|0.4317|0.6281|98.1368|4122.0000|3065.0000|811.5158|5.0000|85.0000|71.2762|66.4413|53.8445|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.960|P02_Jan2015_000034.tif
4217|319|211|33|32|432|263|9491|1|1|0|0.5545|4.5000|382.0000|26.4822|22.2132|24.2732|82.5220|76.3050|74.4121|9.7337|12.1891|9.8220|10.9642|0.8670|45.7584|39.8159|95.8246|32.2387|36605.0000|1.4186|1.9417|1.1340|37.6301|0.7808|0.5950|0.9526|99.2317|399.0000|382.0000|74.4121|-40.0000|45.0000|91.1649|96.9843|102.2382|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:26.960|P02_Jan2015_000034.tif
4218|354|211|62|45|1213|247|9493|1|1|0|0.5545|4.5000|1217.0000|57.9861|33.2108|46.6491|175.1460|146.6456|293.5283|19.3321|29.6581|15.9202|23.3717|0.5590|97.1185|78.8197|67.4125|15.2485|82041.0000|2.0059|4.0550|1.2217|57.5094|0.3996|0.4931|0.7818|98.4885|1375.5000|1217.0000|293.5283|20.0000|-80.0000|71.5275|67.6713|55.4651|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.057|P02_Jan2015_000034.tif
4219|418|211|32|47|391|840|9493|1|1|0|0.5545|4.5000|537.0000|41.1546|17.6623|31.5059|101.4900|99.0415|113.1716|12.0039|20.3250|7.2985|14.9748|0.3864|56.2762|52.4233|44.8026|13.7441|24059.0000|1.5264|2.3740|1.0652|82.7931|0.3708|0.6728|0.6569|100.0192|538.5000|537.0000|113.1716|70.0000|-20.0000|50.6145|43.5233|36.4507|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.057|P02_Jan2015_000034.tif
4220|452|211|82|46|647|479|9494|1|1|0|0.5545|4.5000|1420.0000|75.4957|32.5474|57.1805|214.9040|179.7518|349.0845|21.0824|39.3671|15.5523|29.2113|0.3631|119.1643|97.1771|80.2014|25.1024|113886.0000|2.5882|5.9632|1.2179|61.2550|0.1312|0.5777|0.5726|105.0619|1784.5000|1420.0000|349.0845|-10.0000|75.0000|80.1986|80.5859|78.4880|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.103|P02_Jan2015_000034.tif
4221|536|211|40|38|1076|716|9499|1|1|0|0.5545|4.5000|589.0000|32.2307|28.9123|30.7640|109.1080|96.7093|126.4721|12.6897|15.3767|13.5366|14.5634|0.8546|60.5004|51.1300|77.1766|26.0808|45457.0000|1.6084|2.6797|1.1696|43.4100|0.7503|0.6803|0.9429|100.1063|648.0000|589.0000|126.4721|-5.0000|65.0000|78.6638|77.3684|72.4601|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.353|P02_Jan2015_000034.tif
4222|578|211|33|35|554|600|9502|1|1|0|0.5545|4.5000|381.0000|28.5772|24.4729|26.8773|101.1080|84.4911|74.1674|9.7177|13.3508|11.0750|12.4082|0.8119|56.0644|44.3551|87.9606|28.8032|33513.0000|2.1352|4.4849|1.2441|53.8696|0.6121|0.4374|0.8200|103.5615|472.0000|381.0000|74.1674|45.0000|-5.0000|86.8403|88.7984|87.7880|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.503|P02_Jan2015_000034.tif
4223|613|211|36|31|896|814|9503|1|1|0|0.5545|4.5000|458.0000|28.8917|22.2690|25.9289|85.1080|81.5098|93.2279|10.8950|13.5252|9.8529|11.8823|0.7307|47.1924|42.7019|90.3777|31.1252|41393.0000|1.2585|1.0000|1.0933|33.7237|0.7321|0.7223|0.9331|101.8898|455.5000|458.0000|93.2279|-15.0000|75.0000|87.9105|91.5044|91.0830|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.556|P02_Jan2015_000034.tif
4224|651|211|39|35|974|69|9504|1|1|0|0.5545|4.5000|479.0000|32.3553|26.5116|29.1852|103.6940|91.7461|98.4951|11.1986|15.4458|12.2054|13.6879|0.7222|57.4983|48.3780|85.2693|30.5858|40844.0000|1.7863|3.3098|1.1739|53.0421|0.6577|0.5186|0.8621|99.8542|552.0000|479.0000|98.4951|-20.0000|75.0000|85.3445|85.8518|82.1378|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.604|P02_Jan2015_000034.tif
4225|692|211|29|39|589|71|9504|1|1|0|0.5545|4.5000|271.0000|32.0483|16.4072|24.9006|88.2800|78.2772|47.8430|7.8048|15.2755|6.6026|11.3121|0.4900|48.9513|40.9094|89.5092|26.5754|24257.0000|2.2885|4.9890|1.1789|42.8125|0.4469|0.2281|0.6333|100.6575|325.5000|271.0000|47.8430|-75.0000|25.0000|89.0443|89.7159|89.6605|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.604|P02_Jan2015_000034.tif
4226|723|211|32|32|868|196|9505|1|1|0|0.5545|4.5000|280.0000|25.6911|22.3573|24.3825|94.2800|76.6484|49.9453|7.9745|11.7505|9.9019|11.0248|0.7447|52.2783|40.0063|83.9821|26.6778|23515.0000|2.5262|5.7628|1.2823|42.3023|0.5935|0.4026|0.7747|102.1563|379.5000|280.0000|49.9453|-70.0000|-20.0000|84.1750|83.9143|84.0429|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.654|P02_Jan2015_000034.tif
4227|757|211|69|61|371|622|9505|1|1|0|0.5545|4.5000|2004.0000|66.8188|42.4972|57.2711|205.0440|180.0369|511.2764|25.5143|34.5558|21.0694|29.2616|0.6252|113.6969|97.3352|76.6672|31.5855|153641.0000|1.6695|2.9001|1.1612|44.5645|0.5250|0.7973|0.8606|100.6028|2184.5000|2004.0000|511.2764|-50.0000|65.0000|77.5948|77.5359|69.8992|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.654|P02_Jan2015_000034.tif
4228|828|211|96|120|1103|523|9506|1|1|0|0.5545|4.5000|5395.0000|122.2987|72.2781|98.1470|435.7440|308.5337|1483.5620|43.4618|65.3194|37.5830|51.9273|0.5950|241.6200|168.5867|64.5665|19.4409|348336.0000|2.8007|6.6481|1.4253|43.2753|0.3064|0.3727|0.8037|99.7200|6463.0000|5395.0000|1483.5620|60.0000|-35.0000|69.8625|64.7652|49.8510|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.707|P02_Jan2015_000034.tif
4229|926|211|37|33|354|880|9507|1|1|0|0.5545|4.5000|514.0000|29.2692|24.2114|27.8186|94.5220|87.4503|107.3302|11.6900|13.7345|10.9300|12.9302|0.8021|52.4124|45.9960|86.8074|32.1819|44619.0000|1.3832|1.7854|1.1267|39.6118|0.7708|0.8402|0.9505|99.7117|529.0000|514.0000|107.3302|-10.0000|85.0000|84.6401|87.8541|87.1634|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.753|P02_Jan2015_000034.tif
4230|965|211|129|99|706|7|9508|1|1|0|0.5545|4.5000|5091.0000|121.8507|84.1204|103.5809|437.3620|325.6156|1395.2397|42.1482|65.0710|44.1495|54.9403|0.5961|242.5172|178.0586|71.7684|30.2333|365373.0000|2.9575|7.1513|1.4405|50.3474|0.2563|0.2742|0.7234|101.0613|7262.5000|5147.0000|1411.4982|-5.0000|-75.0000|75.4358|71.8286|61.3903|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:27.808|P02_Jan2015_000034.tif
4231|1096|211|46|38|1205|790|9513|1|1|0|0.5545|4.5000|746.0000|38.3061|29.0385|32.9949|109.7320|103.7223|167.2806|14.5941|18.7455|13.6066|15.8004|0.8271|60.8464|55.0188|33.2976|19.1450|24840.0000|1.2845|1.2061|1.0966|101.1809|0.7955|0.7898|0.9718|97.4044|752.0000|746.0000|167.2806|10.0000|-80.0000|34.4115|31.9477|37.3539|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.054|P02_Jan2015_000034.tif
4232|1144|211|41|38|314|231|9514|1|1|0|0.5545|4.5000|710.0000|35.4078|29.5988|32.6304|113.4520|102.5765|157.8479|14.1767|17.1384|13.9173|15.5983|0.8963|62.9091|54.3834|78.5239|27.4686|55752.0000|1.4426|2.0426|1.1451|45.7453|0.8011|0.7312|0.9747|97.4990|736.5000|710.0000|157.8479|35.0000|75.0000|78.9648|79.6099|72.0211|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.107|P02_Jan2015_000034.tif
4233|1187|211|47|47|717|418|9516|1|1|0|0.5545|4.5000|1018.0000|42.1769|36.9473|39.2333|139.5920|123.3335|239.6484|17.4680|20.8918|17.9920|19.2596|0.8582|77.4038|65.8932|90.9715|28.5763|92609.0000|1.5232|2.3620|1.1643|35.7813|0.7754|0.6556|0.9600|106.7475|1079.5000|1018.0000|239.6484|30.0000|-75.0000|90.9008|91.7849|87.0806|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.204|P02_Jan2015_000034.tif
4234|0|333|52|64|972|654|9516|1|1|0|0.5545|4.5000|1557.0000|56.2265|44.0000|51.4173|190.0760|161.6349|386.8526|22.1936|28.6823|21.9028|26.0157|0.9395|105.3971|87.1313|63.2678|18.2004|98508.0000|1.8465|3.5167|1.2008|53.8409|0.6696|0.5803|0.9229|101.8782|1817.5000|1557.0000|386.8526|-85.0000|0.0000|67.4637|63.4155|51.7386|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.204|P02_Jan2015_000034.tif
4235|54|333|32|26|1144|769|9516|1|1|0|0.5545|4.5000|281.0000|25.3491|17.8107|23.0489|82.9680|72.4563|50.1796|7.9932|11.5608|7.3808|10.2854|0.6678|46.0058|37.6818|88.6619|23.3091|24914.0000|1.9494|3.8656|1.2003|38.3462|0.6281|0.4156|0.8232|98.9282|294.0000|281.0000|50.1796|-20.0000|-85.0000|87.9858|88.8256|89.8043|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.204|P02_Jan2015_000034.tif
4236|88|333|55|54|665|308|9517|1|1|0|0.5545|4.5000|1269.0000|57.8463|35.5199|47.7532|177.2480|150.1163|307.7081|19.7936|29.5805|17.2005|23.9839|0.6105|98.2840|80.7443|88.4350|26.4512|112224.0000|1.9701|3.9352|1.2074|51.2073|0.5333|0.7611|0.8460|106.4191|1458.5000|1269.0000|307.7081|-50.0000|70.0000|89.1694|88.9866|83.8629|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.254|P02_Jan2015_000034.tif
4237|145|333|34|33|293|223|9519|1|1|0|0.5545|4.5000|399.0000|27.9186|22.7925|25.3053|86.2800|79.5493|78.5842|10.0028|12.9856|10.1432|11.5365|0.8490|47.8423|41.6148|86.0977|27.2399|34353.0000|1.4847|2.2123|1.1349|33.5769|0.7570|0.7029|0.9356|97.0292|421.5000|399.0000|78.5842|30.0000|-35.0000|84.9398|87.3333|82.6642|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.354|P02_Jan2015_000034.tif
4238|181|333|81|75|1079|795|9521|1|1|0|0.5545|4.5000|2971.0000|78.2127|55.6673|69.7555|266.3560|219.2826|784.7118|31.6090|40.8737|28.3723|36.1842|0.7309|147.6944|119.0970|61.4409|20.0374|182541.0000|1.9003|3.6995|1.2330|60.4877|0.5940|0.5647|0.9137|98.9254|3354.0000|2971.0000|784.7118|-40.0000|60.0000|65.7768|61.3228|50.7890|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.456|P02_Jan2015_000034.tif
4239|264|333|79|100|922|592|9523|1|1|0|0.5545|4.5000|3109.0000|97.8333|57.3147|80.1741|354.8400|252.0342|824.0734|32.3920|51.7533|29.2858|41.9613|0.5240|196.7588|137.2577|75.3419|22.9297|234238.0000|3.2228|7.9997|1.4238|50.9576|0.1858|0.2926|0.6935|103.1240|4141.5000|3109.0000|824.0734|55.0000|-15.0000|79.9869|75.9391|61.2758|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.555|P02_Jan2015_000034.tif
4240|345|333|40|25|66|253|9525|1|1|0|0.5545|4.5000|254.0000|34.2347|11.4482|24.4594|80.5220|76.8902|43.9028|7.4765|16.4879|3.8528|11.0675|0.2766|44.6494|40.1404|51.6142|21.6204|13110.0000|2.0314|4.1401|1.0993|86.6761|0.3156|0.7648|0.4888|93.7739|266.5000|254.0000|43.9028|20.0000|-65.0000|57.2480|50.1811|43.9764|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.655|P02_Jan2015_000034.tif
4241|387|333|81|75|787|359|9525|1|1|0|0.5545|4.5000|2769.0000|81.3897|59.2333|70.1835|296.5980|220.6280|727.2270|30.4292|42.6354|30.3496|36.4215|0.6829|164.4636|119.8430|73.6919|21.2185|204053.0000|2.5282|5.7691|1.3625|45.5861|0.3856|0.3914|0.8379|105.3292|3400.5000|2769.0000|727.2270|30.0000|-65.0000|77.0646|73.8552|64.0997|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.655|P02_Jan2015_000034.tif
4242|470|333|48|54|359|536|9525|1|1|0|0.5545|4.5000|1204.0000|47.8313|36.1579|43.7651|160.7640|137.5794|289.9893|19.2153|24.0272|17.5543|21.7725|0.7945|89.1436|73.7925|86.5382|24.5039|104192.0000|1.7082|3.0373|1.1976|43.0600|0.6370|0.5427|0.9125|100.3739|1317.5000|1204.0000|289.9893|75.0000|25.0000|86.7425|87.5855|80.7799|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.655|P02_Jan2015_000034.tif
4243|520|333|39|42|1233|879|9527|1|1|0|0.5545|4.5000|542.0000|38.4767|23.5148|32.1394|112.5220|101.0331|114.4450|12.0713|18.8401|10.5437|15.3261|0.5826|62.3934|53.5276|68.8930|13.7926|37340.0000|1.8589|3.5591|1.1534|49.2039|0.4885|0.3668|0.7714|96.5484|593.5000|542.0000|114.4450|-45.0000|40.0000|73.4539|68.1587|60.9114|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.755|P02_Jan2015_000034.tif
4244|561|333|74|71|615|578|9529|1|1|0|0.5545|4.5000|2252.0000|68.1773|58.1487|63.8100|263.1840|200.5922|580.9341|27.1968|35.3090|29.7482|32.8874|0.8652|145.9355|108.7331|80.0235|26.0141|180213.0000|2.4476|5.5078|1.3320|56.8333|0.5485|0.4336|0.8784|104.6323|2774.0000|2252.0000|580.9341|35.0000|-65.0000|82.2247|80.8717|69.9902|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.854|P02_Jan2015_000034.tif
4245|637|333|32|38|520|212|9530|1|1|0|0.5545|4.5000|380.0000|30.1511|23.1129|26.5700|95.9360|83.5250|73.9228|9.7016|14.2235|10.3209|12.2378|0.8041|53.1965|43.8194|80.5237|22.9525|30599.0000|1.9274|3.7913|1.1965|56.8488|0.6743|0.5171|0.8704|100.1847|453.5000|380.0000|73.9228|-85.0000|-25.0000|80.4789|81.0184|78.1026|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.905|P02_Jan2015_000034.tif
4246|671|333|44|35|1062|275|9530|1|1|0|0.5545|4.5000|616.0000|36.3365|27.0000|31.9031|107.5920|100.2902|133.4249|13.0339|17.6533|12.4763|15.1950|0.7854|59.6598|53.1157|81.0130|26.1618|49904.0000|1.4954|2.2545|1.1128|61.6771|0.6641|0.6348|0.8993|100.3426|635.5000|616.0000|133.4249|10.0000|90.0000|82.5731|81.0714|76.7192|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.905|P02_Jan2015_000034.tif
4247|717|333|60|59|1066|830|9530|1|1|0|0.5545|4.5000|1497.0000|64.6440|41.3050|52.7012|202.2160|165.6708|370.2872|21.7132|33.3498|20.4084|26.7276|0.5526|112.1288|89.3692|65.6553|16.5164|98286.0000|2.1737|4.6121|1.2448|45.5163|0.4299|0.6382|0.7940|99.0935|1777.5000|1497.0000|370.2872|-50.0000|55.0000|70.1570|65.5524|54.6052|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:28.905|P02_Jan2015_000034.tif
4248|779|333|56|47|1077|391|9534|1|1|0|0.5545|4.5000|809.0000|56.7074|26.3954|42.0180|152.8020|132.0872|183.8802|15.3011|28.9490|12.1410|20.8037|0.4421|84.7287|70.7471|63.1372|16.7724|51078.0000|2.2967|5.0159|1.1872|58.2963|0.3303|0.5882|0.6797|100.8803|940.0000|809.0000|183.8802|-35.0000|55.0000|67.5233|63.5368|50.6532|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.106|P02_Jan2015_000034.tif
4249|837|333|41|29|1038|479|9534|1|1|0|0.5545|4.5000|406.0000|33.0000|20.3489|27.4828|101.1080|86.3945|80.3086|10.1120|15.8033|8.7882|12.7439|0.5859|56.0644|45.4105|63.1232|20.3259|25628.0000|2.0037|4.0478|1.2167|69.1522|0.5490|0.6041|0.7967|101.7403|473.0000|406.0000|80.3086|0.0000|-80.0000|66.1429|63.1823|55.0172|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.106|P02_Jan2015_000034.tif
4250|880|333|52|38|44|779|9536|1|1|0|0.5545|4.5000|908.0000|44.1850|29.1052|37.9074|129.3500|119.1652|210.1750|16.3586|22.0053|13.6436|18.5244|0.6418|71.7246|63.5819|84.3128|28.9677|76556.0000|1.4663|2.1392|1.1191|34.8151|0.6279|0.7354|0.8903|95.8220|936.0000|908.0000|210.1750|-5.0000|85.0000|83.8172|85.3359|80.5892|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.205|P02_Jan2015_000034.tif
4251|934|333|36|45|1129|262|9537|1|1|0|0.5545|4.5000|608.0000|41.2243|26.5455|33.6134|119.9360|105.6666|131.3617|12.9327|20.3636|12.2242|16.1434|0.6199|66.5045|56.0969|62.9112|21.9375|38250.0000|1.8827|3.6400|1.1729|62.3818|0.5783|0.6690|0.8488|99.5183|687.5000|608.0000|131.3617|55.0000|-10.0000|68.4309|62.1102|52.6250|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.254|P02_Jan2015_000034.tif
4252|972|333|43|33|604|915|9537|1|1|0|0.5545|4.5000|493.0000|35.9120|23.8971|29.6406|102.5220|93.1779|102.0209|11.3972|17.4180|10.7557|13.9405|0.6826|56.8484|49.1719|76.0852|30.0808|37510.0000|1.6966|2.9962|1.1433|48.4301|0.6098|0.6216|0.8837|101.7440|531.0000|493.0000|102.0209|-15.0000|-65.0000|76.2941|76.5680|73.0994|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.254|P02_Jan2015_000034.tif
4253|1017|333|29|50|62|243|9538|1|1|0|0.5545|4.5000|568.0000|42.1926|21.0000|33.2495|123.6940|104.5227|121.0859|12.4166|20.9005|9.1493|15.9416|0.4698|68.5883|55.4626|76.6180|27.4862|43519.0000|2.1436|4.5126|1.2217|48.6348|0.4298|0.4434|0.7101|93.6565|661.5000|568.0000|121.0859|-85.0000|0.0000|76.3063|77.4366|73.3873|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.307|P02_Jan2015_000034.tif
4254|1048|333|31|45|1088|80|9539|1|1|0|0.5545|4.5000|386.0000|38.6775|18.6425|29.3833|108.0380|92.3691|75.3917|9.7975|18.9514|7.8420|13.7978|0.4407|59.9071|48.7234|82.4845|21.9824|31839.0000|2.4063|5.3736|1.2130|52.3762|0.4328|0.5964|0.6688|98.4136|459.0000|386.0000|75.3917|70.0000|-25.0000|84.0415|82.6425|77.4741|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.354|P02_Jan2015_000034.tif
4255|1081|333|63|52|133|94|9543|1|1|0|0.5545|4.5000|1384.0000|60.8993|35.1588|49.4888|180.9040|155.5724|339.1945|20.7816|31.2734|17.0003|24.9463|0.5043|100.3113|83.7696|78.4632|25.7221|108593.0000|1.8817|3.6365|1.1886|48.8133|0.3779|0.5345|0.7605|95.2831|1572.5000|1384.0000|339.1945|30.0000|-55.0000|80.3078|79.1250|70.3786|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.554|P02_Jan2015_000034.tif
4256|1146|333|116|92|993|159|9546|1|1|0|0.5545|4.5000|3328.0000|114.7575|67.3393|94.2660|462.5340|296.3336|886.6753|33.5999|61.1378|34.8444|49.7753|0.4618|256.4751|161.8217|76.3729|19.0037|254169.0000|5.1156|13.9996|1.5744|36.4732|0.0000|0.0314|0.5096|100.3578|5181.0000|3328.0000|886.6753|-25.0000|75.0000|80.4997|77.0127|63.6245|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.704|P02_Jan2015_000034.tif
4257|0|435|83|79|1114|166|9546|1|1|0|0.5545|4.5000|2745.0000|91.2620|60.5158|75.6485|304.8400|237.8078|720.4082|30.2862|48.1095|31.0608|39.4519|0.6104|169.0338|129.3692|62.6288|17.8139|171916.0000|2.6467|6.1524|1.4066|60.5714|0.2258|0.1359|0.7262|98.9063|3674.5000|2794.0000|734.3325|-40.0000|25.0000|68.1508|62.6336|48.3594|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.704|P02_Jan2015_000034.tif
4258|85|435|29|48|986|510|9546|1|1|0|0.5545|4.5000|366.0000|40.2002|17.3514|29.9409|104.5220|94.1218|70.5071|9.4748|19.7958|7.1261|14.1070|0.4142|57.9574|49.6953|81.1858|23.3289|29714.0000|2.3753|5.2727|1.1530|57.3158|0.3227|0.4248|0.5781|102.7869|440.5000|366.0000|70.5071|-85.0000|15.0000|80.8907|81.8115|78.8142|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2015-01-30T21:48:29.704|P02_Jan2015_000034.tif
